PlayerId;Age;Height;Weigh;Value;Wage;Crossing;Finishing;Heading accuracy;Short passing;Volleys;Dribbling;Curve;FK Accuracy;Long passing;Ball control;Acceleration;Sprint speed;Agility;Reactions;Balance;Shot power;Jumping;Stamina;Strength;Long shots;Aggression;Interceptions;Att. Position;Vision;Penalties;Composure;Defensive awareness;Standing tackle;Sliding tackle;GK Diving;GK Handling;GK Kicking;GK Positioning;GK Reflexes;NationalityId;PositionId;FootId
3618;22;189;75;725000;4000;62;56;41;62;52;66;54;43;57;64;67;67;52;48;52;70;56;53;67;50;47;41;57;53;60;55;45;45;38;13;8;10;6;7;93;16;2
6083;25;183;70;3800000;34000;55;62;63;70;53;70;56;42;66;70;71;85;79;71;71;66;76;76;74;49;79;76;70;70;48;70;71;72;65;15;9;7;6;14;126;26;1
599;21;178;73;2500000;16000;62;62;43;66;52;70;64;55;56;67;80;78;73;57;74;70;62;57;61;54;30;22;64;65;60;68;27;32;30;12;9;13;14;12;88;26;1
2978;19;177;72;1100000;950;49;42;47;68;42;66;44;45;66;65;75;74;73;60;55;64;48;68;38;51;68;59;56;61;48;63;43;58;48;9;12;11;8;12;64;26;1
182;20;177;73;1800000;8000;54;56;50;65;40;61;45;39;65;62;70;64;73;64;77;54;63;68;61;49;84;64;54;61;42;58;62;64;65;13;13;10;13;14;60;11;2
6390;18;187;79;210000;500;14;9;14;23;7;12;10;14;15;12;31;29;31;32;33;35;50;17;56;7;26;11;4;30;11;33;7;13;13;57;57;47;53;51;108;16;1
3612;29;183;80;6500000;26000;42;58;74;73;45;69;51;48;66;74;77;88;67;76;67;77;86;82;77;71;93;76;52;67;47;76;77;77;74;6;11;9;10;7;93;26;1
1909;26;178;75;1700000;6000;63;43;66;60;36;63;38;37;49;65;68;69;56;68;76;32;75;70;74;28;54;73;51;37;44;50;65;70;68;9;7;13;11;13;9;7;1
6104;34;175;77;4900000;71000;75;75;31;78;59;82;83;82;71;80;76;69;83;78;79;82;56;60;56;78;45;55;78;78;79;84;43;55;50;14;12;13;7;13;1;10;1
4553;21;176;68;550000;2000;59;35;49;64;32;64;49;40;58;61;71;69;73;51;73;45;53;56;49;37;55;60;52;52;37;40;53;57;55;13;12;11;12;6;23;26;1
1126;24;179;79;675000;1000;56;46;58;63;37;56;46;43;55;62;56;63;71;57;78;50;64;67;67;45;65;60;46;58;50;56;61;65;63;9;10;9;13;7;95;26;1
5443;26;182;74;17000000;33000;63;81;80;76;71;76;70;69;65;79;70;72;73;74;74;78;83;66;72;73;50;37;82;70;80;79;40;29;24;12;9;8;15;7;9;15;1
7664;18;174;69;325000;600;52;33;46;38;29;64;41;34;34;44;66;60;59;51;62;31;46;64;45;35;48;49;48;42;35;42;50;60;58;6;9;14;14;9;36;26;2
75;25;178;74;1800000;20000;72;38;59;66;36;67;60;68;60;68;68;70;64;66;63;54;69;73;68;52;54;67;61;57;43;56;69;69;66;14;9;9;16;7;60;26;1
1757;19;190;86;2700000;5000;55;29;71;66;36;55;38;36;42;63;67;66;40;64;43;43;82;63;77;25;59;66;28;31;43;58;69;71;67;8;15;9;6;12;120;26;1
5705;20;168;64;23000000;65000;75;64;40;78;60;81;66;60;70;79;79;71;87;73;87;65;54;74;45;66;57;54;79;81;59;76;51;55;45;10;10;6;14;7;60;26;2
590;31;175;75;2100000;16000;59;59;53;71;54;65;53;58;67;70;59;57;65;70;75;65;67;85;76;67;87;72;63;65;45;73;71;72;70;14;15;8;8;13;105;27;1
867;29;183;73;1600000;6000;68;60;69;69;49;70;68;44;64;71;83;93;76;70;68;67;83;90;71;60;67;59;70;64;41;67;62;61;61;13;13;13;10;9;62;1;2
3371;28;180;70;2100000;17000;78;47;59;68;61;70;74;54;62;72;73;78;76;67;77;64;65;78;54;52;62;69;64;61;48;69;66;69;67;10;15;10;5;11;108;1;2
2939;22;185;80;1200000;10000;47;28;72;64;41;59;42;36;62;63;68;63;60;62;67;54;76;64;64;49;65;64;30;40;38;65;62;71;69;14;10;10;6;14;9;22;1
3615;20;181;79;600000;3000;44;48;56;63;47;62;49;41;62;66;61;53;65;61;66;61;61;64;59;48;65;52;52;53;50;47;51;58;55;15;9;13;5;14;93;16;2
2844;19;180;70;525000;850;52;50;51;64;53;66;53;52;63;65;61;64;69;59;68;66;50;45;48;40;48;31;48;51;52;52;47;46;42;9;13;5;12;12;1;16;1
3758;21;180;75;3300000;5000;36;27;64;66;28;38;33;29;65;56;84;84;77;70;72;49;85;76;77;25;69;72;39;52;39;60;70;72;68;7;8;11;6;9;74;26;1
4520;22;188;87;1800000;6000;65;41;54;59;31;67;70;71;57;66;70;77;63;58;73;38;70;78;74;46;58;57;51;50;43;48;56;65;62;12;6;8;13;7;93;26;2
1906;19;169;67;950000;1000;58;55;38;68;49;57;75;69;61;62;73;68;75;54;73;60;53;63;55;63;45;32;52;58;67;59;35;41;39;7;7;6;12;12;9;16;2
3243;19;180;68;525000;1000;45;58;60;62;51;63;56;51;59;65;62;62;55;56;65;60;71;63;71;53;65;53;61;51;48;68;52;54;51;8;13;9;11;6;23;16;2
2192;21;179;70;1100000;1000;50;48;59;70;48;60;43;46;68;60;69;70;56;64;59;65;69;73;70;46;66;62;58;61;52;49;56;59;62;9;14;10;6;14;101;16;1
1930;22;179;73;900000;2000;54;60;55;70;50;65;57;53;69;68;54;66;52;54;68;60;58;57;58;58;47;25;58;68;61;62;49;46;61;12;11;15;5;5;9;26;2
2317;29;187;82;400000;2000;37;66;75;57;56;48;38;43;40;62;34;33;55;59;50;65;77;56;86;61;45;21;70;56;68;76;16;15;15;12;7;13;8;9;9;25;1
6911;24;180;72;3200000;700;56;65;51;73;63;72;71;70;69;74;67;65;69;72;67;77;64;73;67;67;63;60;69;68;53;64;58;59;38;12;14;13;13;11;24;26;1
2829;20;183;74;1700000;2000;70;54;53;68;55;65;71;70;66;69;57;64;58;68;61;72;61;68;66;57;65;66;62;62;66;66;61;64;61;13;8;8;5;11;64;29;1
611;18;186;79;375000;1000;36;56;55;47;50;53;39;35;33;53;71;74;68;52;66;53;74;64;75;49;47;21;54;44;55;51;24;26;19;12;9;7;14;9;60;16;1
212;21;170;62;2300000;14000;55;61;38;73;51;66;51;52;69;68;76;60;76;64;81;59;44;67;34;62;60;54;62;71;47;66;52;55;50;14;12;6;6;13;60;28;1
6777;23;180;70;1600000;10000;60;42;53;62;51;69;48;47;51;68;69;61;65;63;72;45;57;67;50;36;63;60;60;55;46;67;62;70;68;7;15;6;8;13;108;26;1
7262;22;176;69;2000000;7000;64;54;53;67;58;67;68;66;65;68;76;76;78;57;76;80;56;64;44;66;44;64;54;59;55;58;65;65;66;15;14;11;8;7;36;1;2
3591;29;192;84;1100000;12000;11;8;12;36;9;10;7;11;22;22;36;40;29;66;34;48;59;23;64;7;15;12;10;26;24;23;13;11;13;69;69;64;69;71;93;16;1
6497;34;186;82;450000;2000;40;42;72;63;41;40;32;33;58;52;52;62;57;59;48;61;80;65;85;41;68;64;40;42;45;64;66;73;66;8;5;7;6;15;108;26;1
2049;27;167;59;900000;3000;62;60;34;63;61;66;59;45;58;67;86;88;82;55;92;58;47;57;36;51;42;37;61;59;41;63;28;38;32;14;11;13;8;6;9;16;2
1626;24;178;72;4099999;25000;59;39;67;69;31;70;60;36;62;70;76;72;69;73;74;49;76;68;66;35;73;75;49;55;50;67;75;75;74;6;10;8;14;13;95;1;2
840;29;182;72;900000;3000;61;34;55;65;47;60;53;43;59;61;68;71;70;60;68;61;71;79;75;48;62;62;54;52;53;58;64;65;64;15;12;7;8;16;95;1;1
5988;20;178;73;4099999;18000;64;69;42;63;62;74;69;58;53;75;82;85;82;65;84;65;56;71;49;64;35;21;68;66;61;74;22;22;21;13;9;5;12;14;60;26;2
876;27;183;74;1000000;3000;54;55;62;69;35;62;47;48;66;66;46;58;59;55;62;60;71;80;81;60;79;61;43;57;52;54;59;67;60;14;8;9;13;8;95;26;1
1248;21;184;75;900000;1000;40;70;57;59;56;77;57;36;46;60;66;69;53;55;66;69;62;50;55;60;30;16;50;57;71;48;21;14;22;11;6;15;13;13;43;26;2
575;17;175;68;230000;1000;47;40;40;46;37;53;43;38;39;50;83;81;78;47;75;48;55;61;51;44;41;42;43;48;42;50;39;44;39;10;15;6;8;7;60;26;1
4261;22;190;75;1800000;5000;36;20;11;38;20;21;60;53;42;31;40;40;40;60;63;50;57;23;59;20;30;19;4;36;53;41;20;12;14;66;66;66;66;69;60;26;2
3359;27;174;79;4600000;19000;58;77;75;68;77;65;63;53;60;69;72;70;69;74;76;76;82;76;73;71;65;28;78;68;79;75;43;30;25;7;10;7;10;9;34;16;1
6878;26;189;77;21000000;20000;36;83;81;64;76;75;54;52;52;82;73;74;69;78;66;82;90;73;81;74;67;17;80;61;70;73;42;19;18;8;7;9;5;6;5;25;1
3091;23;185;75;1500000;9000;35;28;67;58;30;48;35;33;50;50;58;61;51;62;57;54;68;42;66;30;65;65;38;42;40;56;65;69;67;8;10;11;6;10;108;26;1
7301;25;193;79;1700000;12000;12;6;14;44;7;12;13;10;44;16;47;48;48;63;27;52;61;21;59;6;18;13;7;51;18;37;18;14;11;70;70;69;68;73;36;26;1
2061;25;181;71;1600000;3000;56;29;50;63;34;63;49;44;61;66;72;70;66;65;60;42;66;83;64;44;69;67;48;53;33;54;57;70;67;14;11;11;14;10;9;27;1
1772;29;174;69;4099999;11000;79;74;40;79;60;71;84;90;78;72;65;54;84;63;89;91;57;57;66;89;51;41;62;82;73;66;40;50;48;15;14;12;15;8;9;23;2
7789;22;185;74;2700000;6000;62;68;63;63;73;70;68;50;57;69;74;71;72;65;68;79;69;69;55;73;36;27;64;65;67;68;30;27;27;13;7;9;11;5;75;26;1
3216;19;195;83;775000;650;54;58;57;56;59;63;64;55;48;63;70;74;60;55;55;63;74;55;77;58;73;34;58;57;61;55;29;48;44;13;14;9;10;6;108;16;1
6774;31;178;75;500000;1000;59;55;57;70;58;65;76;68;71;69;67;62;70;60;73;66;67;65;66;66;58;63;53;66;69;67;62;58;57;14;7;6;15;10;108;26;1
2412;29;181;78;3000000;15000;70;69;70;71;74;74;70;60;64;74;76;68;78;72;75;83;87;75;71;81;74;45;72;72;68;74;45;43;42;13;11;9;7;7;32;26;1
5208;33;183;81;8500000;29000;55;53;81;80;55;65;50;45;79;76;48;43;40;78;54;75;80;58;80;62;80;81;60;73;50;70;82;81;78;9;12;7;11;15;9;26;1
4532;20;187;80;2100000;3000;58;21;67;72;25;55;48;28;74;63;62;68;51;59;59;45;82;72;73;32;65;65;29;48;38;53;67;68;66;10;10;9;7;9;23;20;1
7307;28;174;70;1900000;21000;74;64;47;74;66;70;76;64;73;72;75;70;74;69;75;77;65;83;66;74;78;63;72;69;66;69;64;65;61;11;5;9;6;13;36;16;1
861;18;192;91;300000;500;38;31;61;53;28;52;39;36;52;50;57;58;56;48;39;46;79;53;89;30;57;47;35;38;49;47;46;64;62;9;12;14;10;14;100;16;1
6881;27;174;68;6000000;14000;74;72;38;74;56;77;76;74;69;76;81;71;84;67;88;76;63;67;62;75;39;29;72;73;65;72;30;28;27;11;10;12;12;11;24;26;2
3469;18;196;96;2600000;5000;45;26;68;63;21;51;50;30;61;57;35;39;32;65;31;73;73;56;92;23;69;66;35;53;38;51;66;69;63;10;12;13;13;7;95;26;2
3106;23;182;77;20000000;66000;78;56;53;75;55;78;69;60;69;79;78;78;75;75;74;64;69;75;61;57;69;70;72;73;46;74;70;73;72;13;7;7;13;13;108;23;2
7804;19;172;70;450000;2000;52;62;49;49;56;67;47;43;43;67;69;67;59;41;64;73;43;45;38;45;29;17;52;49;67;48;28;29;32;14;7;15;6;14;36;16;1
2850;18;180;70;325000;500;42;42;54;59;48;57;39;44;57;59;61;60;54;52;68;57;50;57;48;48;57;49;48;56;46;53;44;55;53;7;5;6;14;6;64;16;1
4937;23;185;72;750000;2000;63;60;35;67;62;63;66;62;63;62;71;66;70;60;71;65;57;54;65;69;55;35;55;64;55;62;38;37;44;10;15;12;12;10;93;16;1
5312;18;165;60;625000;1000;52;52;32;65;49;59;59;58;60;62;71;59;82;60;86;49;39;49;39;60;56;54;54;62;50;61;54;58;51;14;5;8;12;11;9;16;1
78;25;180;62;6500000;44000;76;71;61;78;61;80;73;66;67;79;69;63;74;72;77;70;67;55;59;73;62;43;75;77;65;78;47;49;44;8;14;9;13;7;56;26;2
2451;22;186;78;9000000;9000;33;42;69;69;26;57;30;27;67;58;74;69;62;68;61;62;79;76;75;26;76;75;35;49;60;69;75;78;75;9;10;14;12;10;64;20;1
6235;28;182;75;925000;2000;71;41;50;62;42;61;68;66;60;66;79;80;74;63;78;64;66;75;57;46;56;60;64;56;58;60;63;59;60;8;7;8;6;13;108;26;2
1105;23;180;75;625000;1000;59;58;52;58;48;62;51;63;48;64;89;78;77;48;75;42;75;36;66;42;81;59;50;51;49;57;56;61;58;9;7;9;7;7;95;16;1
4258;18;180;72;4800000;5000;66;61;45;64;59;80;72;58;58;78;87;85;90;60;86;72;67;57;59;64;57;32;62;67;54;68;37;47;53;12;14;14;9;10;102;26;1
6220;35;190;85;150000;1000;13;18;12;31;7;12;8;13;31;22;45;41;37;58;45;48;69;32;77;12;27;15;12;47;21;63;8;19;13;71;69;64;67;71;1;13;1
188;31;170;72;1500000;27000;74;65;44;73;79;70;78;70;71;73;64;60;79;70;84;78;57;83;64;71;79;69;65;71;60;74;71;67;68;7;8;7;13;6;42;26;2
3505;19;205;89;375000;2000;13;6;10;29;6;6;13;14;16;14;24;29;38;42;24;39;52;18;65;9;20;13;5;28;17;26;8;12;13;60;57;52;57;57;93;16;1
5955;23;178;87;43500000;105000;88;69;77;83;67;83;83;76;78;82;76;81;72;83;88;83;89;68;84;69;77;79;78;82;62;84;82;85;80;8;12;7;13;11;60;26;1
4791;20;188;82;825000;2000;45;25;62;43;36;49;37;37;45;55;68;83;54;57;52;48;74;62;74;26;60;59;30;34;48;43;58;64;64;8;14;11;6;9;93;16;1
1778;31;178;72;1900000;8000;73;70;46;71;50;71;65;69;67;72;89;89;89;60;69;68;69;73;61;60;47;21;61;64;74;60;50;29;34;15;14;6;7;11;9;26;1
4776;23;180;80;1900000;9000;54;70;65;62;66;69;63;37;47;67;84;78;76;68;74;68;79;64;67;62;66;27;67;70;70;61;29;16;11;7;7;5;8;6;91;26;1
2302;22;185;74;1800000;6000;40;30;66;65;37;45;35;36;50;62;51;43;45;64;44;45;72;66;77;20;64;66;33;38;38;52;69;65;64;12;14;15;11;14;9;26;1
7283;24;189;73;160000;2000;13;7;14;26;8;10;14;10;19;17;30;30;27;50;48;38;39;22;43;6;24;7;7;46;15;37;5;14;10;56;54;50;54;55;36;16;1
7521;18;181;80;1900000;3000;64;52;54;66;50;62;69;60;68;65;70;65;73;59;69;58;67;75;70;55;72;63;54;68;51;65;61;61;62;6;8;13;6;9;93;26;2
3204;20;180;79;6500000;28000;69;64;55;71;70;79;76;70;65;77;78;84;83;66;80;74;72;58;66;77;59;33;65;65;67;64;31;42;41;11;15;11;6;9;108;26;2
2037;36;190;79;1000000;8000;43;74;77;70;63;72;50;50;45;76;55;57;49;75;53;75;84;62;85;72;60;21;76;65;73;70;22;17;18;10;14;10;12;10;9;26;2
2972;26;180;72;850000;2000;61;66;61;63;59;62;45;33;53;64;68;71;73;62;68;65;74;71;73;57;51;29;65;58;67;64;42;22;24;8;14;12;8;12;95;17;1
2540;20;185;73;3300000;6000;57;57;70;70;53;61;52;34;66;65;69;62;66;69;66;71;77;79;74;58;70;69;63;58;68;68;68;71;69;13;11;14;5;8;64;11;1
7524;26;181;76;12500000;71000;73;68;56;84;62;87;74;59;79;85;62;64;80;70;86;79;70;49;75;74;73;69;70;82;58;86;67;72;69;8;10;13;8;7;95;26;1
2153;30;167;62;1200000;4000;61;68;67;61;65;66;67;63;58;67;85;83;80;64;91;68;69;76;46;67;38;30;64;62;75;58;23;22;16;12;13;10;14;10;9;26;1
4154;21;188;80;1200000;3000;58;65;67;60;62;61;38;59;35;65;46;66;61;56;41;67;68;48;74;61;54;21;65;48;66;62;12;28;19;8;14;6;8;14;82;26;1
7405;28;181;75;1600000;9000;68;61;62;71;54;70;63;63;70;72;55;54;66;69;66;70;69;73;71;66;72;71;64;68;68;65;67;68;64;9;13;9;15;7;9;26;1
5952;18;187;74;2600000;12000;54;73;45;56;54;72;54;41;46;74;74;80;74;56;36;62;67;52;71;63;38;25;73;50;59;53;29;26;30;14;12;10;11;8;1;26;1
462;18;180;76;350000;1000;48;60;31;60;41;67;48;36;54;63;77;81;78;39;65;57;46;49;47;45;31;19;52;48;48;64;18;29;23;6;6;8;5;12;67;26;1
2588;20;191;73;1200000;1000;14;8;13;16;6;10;10;11;24;18;25;32;33;53;22;46;40;21;40;7;19;8;8;27;13;30;7;11;11;65;63;61;64;66;9;16;1
5982;34;192;74;525000;19000;45;29;74;65;28;44;33;31;58;55;32;34;30;66;34;40;70;32;76;29;77;70;38;54;43;67;72;72;71;11;8;6;9;14;60;26;1
3594;21;192;87;6500000;43000;61;29;70;69;31;63;38;26;64;68;52;77;58;71;52;45;73;69;78;31;70;71;52;62;40;64;73;78;73;11;14;5;9;14;64;9;1
3460;23;182;74;33500000;51000;68;73;58;82;56;86;64;54;78;85;77;74;84;78;69;79;72;76;64;74;72;69;79;79;58;74;62;72;64;8;5;14;6;15;116;26;1
1793;35;189;80;925000;7000;69;52;67;69;44;70;71;47;69;70;79;80;48;69;38;74;87;80;88;66;86;70;75;73;37;67;69;70;69;12;8;9;9;14;120;7;1
4645;18;179;69;375000;650;52;48;39;62;37;59;39;48;54;66;68;69;65;54;66;49;49;61;55;43;41;22;50;49;51;51;29;22;28;12;9;9;9;10;93;16;1
1111;31;189;84;750000;3000;15;12;19;24;18;12;20;12;26;14;50;48;30;68;59;50;66;35;63;14;17;17;17;20;14;53;13;12;16;70;67;66;63;72;95;13;1
1766;26;174;69;2500000;8000;72;64;55;67;38;69;72;73;64;70;79;82;84;66;84;70;71;91;61;66;63;67;69;69;62;66;64;66;68;13;7;10;9;7;9;7;1
1403;23;181;80;19000000;45000;74;79;68;78;77;81;78;76;69;80;80;74;76;76;72;81;80;72;73;81;61;44;81;76;78;78;45;41;32;6;12;8;9;7;67;26;1
4803;28;173;79;1900000;11000;65;65;49;73;65;71;71;67;71;75;76;75;85;70;84;75;67;70;66;70;67;67;65;71;50;65;62;70;70;7;12;8;7;15;93;17;1
200;20;178;72;600000;5000;55;52;38;62;42;64;54;55;59;62;75;70;76;53;78;52;42;52;39;48;37;29;52;62;49;59;39;49;52;11;13;6;9;7;18;16;1
6491;28;186;86;4300000;5000;54;77;76;69;74;71;69;47;55;70;64;71;67;74;67;79;83;67;78;71;63;32;77;65;67;70;29;40;28;9;13;7;16;6;2;25;1
7545;24;186;87;1800000;3000;32;74;77;60;59;66;43;58;43;60;54;56;58;60;38;71;85;67;87;64;66;23;70;57;71;56;27;27;32;10;7;5;14;9;1;14;1
5699;24;187;81;46500000;120000;69;81;79;74;78;79;75;61;68;78;88;92;78;84;66;86;94;88;85;76;82;44;87;78;78;78;39;43;34;14;10;12;10;13;63;25;1
3865;25;183;78;525000;4000;35;21;56;62;31;48;30;35;50;56;52;48;65;58;66;56;71;34;68;28;63;58;29;48;40;45;63;65;62;12;7;6;9;6;95;16;2
4389;21;187;76;3400000;7000;68;60;52;67;26;72;52;38;64;71;80;83;69;65;61;60;75;70;74;45;73;63;68;66;43;59;66;67;64;5;14;10;9;14;23;7;1
6890;20;194;95;900000;2000;12;7;11;15;8;10;12;14;11;14;19;28;38;53;28;48;52;21;61;8;21;9;6;21;10;37;8;11;13;68;61;64;66;67;84;26;1
5303;30;185;74;2300000;21000;63;70;71;66;64;70;57;56;58;68;72;77;69;71;59;75;84;61;78;74;67;18;73;75;68;71;33;40;35;6;6;11;13;8;98;26;1
5732;28;179;69;79500000;220000;82;82;63;88;87;79;85;82;90;86;74;68;76;90;76;86;71;95;60;83;84;63;87;94;90;79;62;71;63;12;14;15;8;14;24;17;1
4386;20;180;66;525000;2000;54;22;48;59;20;55;48;30;55;57;74;68;75;50;72;41;56;64;52;30;62;54;32;44;45;56;51;57;59;13;8;11;10;12;23;16;2
4514;29;187;82;1600000;16000;66;73;70;72;69;71;64;39;63;71;66;70;66;70;63;73;78;79;77;64;66;54;67;69;54;72;48;36;33;13;15;15;16;13;102;25;1
3889;28;184;76;2100000;18000;79;36;57;72;41;70;78;75;70;73;74;71;73;71;67;68;71;80;66;54;64;64;51;61;39;68;64;69;67;10;9;11;7;15;75;26;2
1001;19;180;66;300000;650;53;28;41;38;23;50;39;28;25;47;60;61;51;53;48;28;44;56;51;27;53;53;42;39;37;39;55;58;60;8;14;9;9;13;95;16;2
5860;18;183;70;625000;4000;41;61;58;48;55;57;45;38;39;56;76;79;63;56;67;59;72;54;62;52;58;20;59;47;56;55;23;27;18;10;12;13;14;11;60;26;2
2686;25;175;69;2800000;7000;77;68;53;80;40;69;78;75;79;70;68;49;65;69;76;77;64;77;63;77;64;67;65;76;57;58;65;68;66;9;13;11;8;7;23;11;1
2561;19;191;75;550000;1000;46;30;53;63;31;58;42;42;62;60;62;65;54;59;53;58;61;59;61;34;63;54;26;57;53;56;50;57;61;14;13;8;14;6;73;16;1
7816;30;191;75;1800000;21000;47;73;77;60;68;65;43;45;39;70;59;66;62;71;47;73;86;72;86;59;75;26;75;61;74;67;27;24;27;8;6;11;13;15;36;25;1
3740;18;183;75;500000;1000;57;37;45;57;50;49;44;40;59;58;61;65;72;60;68;51;49;64;52;39;55;54;46;48;45;60;60;62;51;9;11;13;6;13;54;16;1
6226;22;184;78;475000;750;37;43;46;68;38;54;47;46;51;55;64;63;61;59;58;53;58;62;65;42;54;60;39;46;49;52;53;63;58;13;15;11;7;9;108;29;1
7786;26;185;76;1300000;6000;62;60;56;63;56;74;64;61;61;71;74;77;62;64;57;61;67;66;58;57;58;28;63;60;52;66;33;23;25;12;9;6;9;11;36;10;1
2719;24;183;75;1100000;2000;57;59;47;67;61;69;52;50;65;68;68;64;57;62;64;65;55;72;43;59;48;27;61;65;65;67;45;40;41;7;8;7;15;12;64;26;1
453;25;173;69;1400000;7000;64;60;56;62;56;72;54;54;52;64;90;90;90;61;87;61;68;70;49;56;47;32;61;63;58;60;35;44;39;10;10;7;11;12;71;26;1
5455;19;192;75;900000;2000;46;40;62;63;35;42;35;37;60;59;58;60;60;62;51;55;63;55;58;49;60;64;41;60;41;55;63;64;62;8;8;11;13;8;9;26;1
5300;25;178;70;2300000;5000;62;28;54;58;32;77;63;45;57;74;84;82;84;74;83;72;71;75;61;63;61;67;45;39;43;73;67;70;67;14;11;6;11;8;96;26;2
3502;18;180;70;1400000;4000;49;58;43;67;57;66;63;51;63;71;68;69;71;55;69;60;47;59;49;56;54;29;52;69;52;67;31;35;36;14;13;8;6;10;8;16;1
5041;29;188;81;850000;6000;55;30;66;62;33;61;55;33;56;64;68;74;67;65;59;50;77;76;77;36;68;67;53;53;38;64;66;64;65;8;13;9;15;13;74;20;1
6360;33;184;80;575000;2000;40;45;70;64;44;49;38;29;55;59;64;66;52;68;73;49;72;61;70;42;80;66;35;40;45;55;70;67;62;8;10;13;14;6;108;26;2
1918;26;183;74;1600000;5000;55;70;69;56;75;61;42;46;38;60;83;85;66;56;49;74;89;82;84;63;70;26;66;45;70;61;16;20;13;5;10;11;11;11;119;14;2
447;25;185;65;2500000;11000;50;52;66;73;47;59;53;47;69;68;63;54;59;68;68;68;69;77;64;47;66;72;53;59;54;74;74;72;68;12;9;7;13;10;60;11;2
4797;24;193;80;2100000;7000;34;39;71;60;27;28;31;25;53;46;67;80;59;67;47;62;85;73;86;41;69;68;33;32;43;54;70;70;68;7;12;6;6;8;93;9;1
1775;27;180;72;1500000;6000;47;69;66;67;70;66;64;57;58;68;70;70;65;67;69;71;72;72;68;70;43;16;70;52;70;69;25;22;16;9;11;9;11;13;9;25;1
6768;20;178;66;2200000;6000;65;55;52;70;52;69;67;54;68;71;74;68;75;65;72;68;64;72;57;62;72;64;66;66;56;58;53;62;60;15;5;14;8;13;79;26;1
6482;30;197;89;2000000;3000;15;13;18;26;12;16;14;13;25;16;48;45;50;71;36;53;66;33;64;13;39;25;14;50;14;62;22;14;15;72;72;70;72;74;2;13;1
7673;24;182;80;1200000;4000;54;35;71;65;29;56;36;42;60;63;75;74;85;54;65;48;84;86;74;34;60;63;35;55;44;51;61;71;62;14;5;6;12;14;120;20;2
5836;29;188;84;4800000;34000;65;62;65;78;69;74;80;67;78;79;46;44;58;72;59;76;67;67;74;66;76;73;70;77;55;81;70;72;64;12;9;6;14;8;24;26;1
4815;23;181;77;2100000;4000;50;53;63;66;54;62;59;40;58;68;75;68;71;64;66;60;78;73;73;61;77;66;50;44;42;61;71;67;71;14;10;13;14;8;126;26;1
319;33;191;77;750000;17000;65;38;73;67;39;58;60;35;64;67;32;37;53;69;49;61;70;33;77;38;71;70;42;39;58;71;72;71;69;7;11;8;7;8;60;16;1
4252;28;175;70;5500000;22000;73;71;42;72;73;75;75;72;63;76;85;78;87;71;77;75;66;73;64;73;67;44;74;74;63;75;49;38;26;12;10;8;8;13;73;10;1
6866;20;182;72;1400000;1000;50;64;56;63;55;66;60;55;49;63;77;75;64;60;64;64;71;56;62;57;37;28;65;60;54;50;23;29;21;11;15;10;12;8;108;16;1
2147;28;176;72;900000;3000;62;60;56;65;29;61;63;67;66;62;70;68;69;68;80;73;69;90;70;68;54;62;59;67;68;70;66;68;63;14;8;12;7;16;9;28;1
4118;29;181;76;4900000;23000;77;55;62;76;56;62;75;70;72;72;67;65;72;72;72;72;70;74;67;62;72;76;65;73;62;74;75;77;75;10;12;10;15;8;113;26;2
4901;17;185;72;2300000;2000;54;49;51;71;44;71;58;45;64;72;72;65;74;59;74;61;50;58;36;49;48;48;59;66;50;56;42;41;43;7;12;13;11;13;93;26;2
316;18;172;70;625000;4000;39;63;57;49;55;57;49;34;37;57;74;72;73;58;79;60;60;55;49;59;55;16;60;51;67;56;17;23;27;5;11;12;10;10;71;16;2
4931;24;192;85;1600000;9000;8;5;14;29;6;15;10;8;27;26;38;43;40;63;29;46;59;31;60;5;20;8;6;45;11;38;10;14;11;72;64;61;65;73;93;26;1
7292;25;173;66;12500000;35000;81;74;60;76;72;80;84;68;74;81;79;76;78;70;81;80;66;65;48;79;37;29;73;78;77;74;43;33;30;9;13;7;9;8;36;4;2
7286;36;190;85;3100000;26000;44;50;79;80;58;69;56;60;84;76;41;52;55;79;53;74;77;59;81;65;79;80;38;71;75;84;82;77;78;2;2;3;2;4;108;20;1
4148;26;187;80;1300000;6000;33;38;65;64;32;64;34;29;60;65;44;49;47;66;55;38;67;75;75;33;75;66;38;40;35;67;67;69;66;9;10;11;15;15;74;26;1
6384;24;186;80;180000;700;24;21;56;54;29;29;29;26;51;29;57;58;54;55;57;36;58;62;55;20;59;56;33;33;34;57;59;61;57;10;12;8;7;5;108;26;1
6518;24;178;70;1900000;19000;51;71;68;60;67;62;62;58;50;73;71;70;72;68;71;73;73;66;64;68;39;30;73;61;62;66;31;30;22;13;10;12;7;10;108;17;1
4383;20;173;65;350000;2000;41;49;53;65;37;55;41;34;60;59;67;65;58;55;70;58;46;51;40;44;53;46;49;55;46;48;31;35;42;8;11;13;14;7;23;16;1
4017;30;188;85;2800000;16000;19;19;14;30;14;22;15;20;28;27;55;50;47;73;48;53;74;40;78;13;26;18;17;57;26;63;19;16;18;74;71;70;72;77;93;13;1
4642;20;182;72;550000;1000;56;46;42;62;50;67;55;35;38;64;70;71;69;52;68;52;48;50;52;39;30;33;49;52;38;44;31;22;27;15;12;5;6;14;66;16;1
