PlayerId;PlayerName;Nationality;Age;Height;Weigh;Foot;Value;Wage;Crossing;Finishing;Heading accuracy;Short passing;Volleys;Dribbling;Curve;FK Accuracy;Long passing;Ball control;Acceleration;Sprint speed;Agility;Reactions;Balance;Shot power;Jumping;Stamina;Strength;Long shots;Aggression;Interceptions;Att. Position;Vision;Penalties;Composure;Defensive awareness;Standing tackle;Sliding tackle;GK Diving;GK Handling;GK Kicking;GK Positioning;GK Reflexes;PlayerName_right;Position
7706;Modestas Vorobjovas;Lithuania;27;177;75;Right;€725K;€4K;58;51;47;63;38;58;65;41;60;62;70;65;66;67;68;57;62;81;67;56;75;61;57;59;45;67;59;64;60;9;12;14;8;12;;RCM
3288;Alexis Jesse Saelemaekers;Belgium;24;180;72;Right;€20M;€52K;80;68;45;77;65;81;76;67;70;81;82;79;87;76;77;64;66;80;59;74;68;65;74;71;44;74;68;66;61;9;6;9;12;12;;LM
6015;Temitayo Olufisayo Olaoluwa Aina;Nigeria;26;184;82;Right;€3.3M;€41K;71;54;65;70;52;75;60;42;67;72;86;76;73;67;77;73;84;76;75;65;68;70;62;63;49;66;65;71;68;7;14;10;10;9;Temitayo Olufisayo Olaoluwa Aina;Arrière droit
7352;Selim Dilli;Türkiye;25;177;76;Right;€200K;€2K;48;35;54;66;32;58;47;47;71;58;56;60;59;51;68;54;55;45;56;37;60;52;36;50;48;46;51;67;61;12;7;7;5;9;Selim Dilli;Milieu central
3553;Josip Stanišić;Croatia;23;187;77;Right;€10.5M;€38K;70;39;76;73;29;67;67;23;60;69;70;84;66;74;64;48;82;68;74;32;72;75;48;54;37;62;77;77;75;11;6;10;9;12;Josip Stanišić;Défenseur central
2463;Carel Willem Hendrik Eiting;Netherlands;25;178;72;Left;€4M;€10K;82;54;49;81;40;69;71;72;79;74;54;58;68;69;67;67;43;86;51;60;62;67;63;78;61;70;65;50;48;10;6;11;12;5;Carel Willem Hendrik Eiting;Arrière droit
668;Josh Ayres;England;17;190;82;Right;€200K;€600;40;52;49;40;48;45;38;31;31;48;62;68;63;51;54;56;58;57;65;47;68;25;53;36;51;47;24;30;23;7;14;10;7;12;Josh Ayres;Avant-centre
3419;Reda Belahyane;France;19;169;53;Right;€1.1M;€3K;49;41;58;66;32;66;46;41;56;68;61;58;73;64;93;53;46;45;30;45;67;66;49;55;49;53;67;68;66;7;9;13;6;13;Reda Belahyane;Milieu défensif
3145;Lévy Koffi Djidji;Côte d'Ivoire;30;184;82;Right;€2.5M;€29K;46;26;73;66;26;57;28;32;64;61;59;67;61;72;63;48;74;62;70;28;77;68;35;42;41;71;76;76;76;15;7;7;8;9;Lévy Koffi Djidji;Défenseur central
7602;Deian Cristian Sorescu;Romania;25;176;72;Right;€1.7M;€5K;62;66;55;64;59;65;69;67;62;66;86;86;82;63;83;73;75;88;64;69;72;61;62;62;51;62;60;62;59;6;10;10;6;8;Deian Cristian Sorescu;Ailier droit
5241;José María Giménez de Vargas;Uruguay;28;185;79;Right;€34.5M;€71K;47;37;82;71;34;55;37;44;68;66;70;71;56;78;57;73;88;71;85;48;87;84;25;46;40;75;87;85;85;9;11;7;10;15;José María Giménez de Vargas;Arrière gauche
1808;Aritz Arambarri Murua;Spain;25;186;76;Right;€1.3M;€4K;45;22;72;64;18;25;35;38;58;66;46;49;38;60;66;51;73;72;75;25;64;62;25;43;42;55;65;68;66;9;9;8;15;10;Aritz Arambarri Murua;Milieu central
3020;Juan Guilherme Nunes Jesus;Brazil;32;185;83;Left;€3.6M;€39K;60;20;76;56;17;58;44;36;56;56;67;66;65;75;58;62;82;61;74;35;81;78;35;34;37;73;78;79;77;12;11;7;8;14;;LCB
2892;Marcus Lilian Thuram-Ulien;France;25;192;88;Right;€34.5M;€90K;74;81;78;78;73;84;71;53;62;78;80;89;78;81;59;83;91;79;85;78;45;50;80;78;70;75;38;49;37;11;13;14;9;15;;RS
1326;Alexis Claude-Maurice;France;25;175;62;Right;€5.5M;€32K;64;69;59;76;58;80;80;69;68;80;74;78;87;71;80;75;70;68;62;73;69;67;72;75;65;74;69;71;66;11;13;15;14;15;Alexis Claude-Maurice;Gardien de but
5899;Tyler Shaan Adams;United States;24;175;72;Right;€12.5M;€37K;55;48;65;76;33;68;52;42;72;72;85;73;77;77;85;51;79;85;68;46;82;78;65;71;51;77;74;82;76;6;13;12;8;7;;CDM
272;Hayden Hackney;England;21;178;70;Right;€4.4M;€12K;58;53;45;74;49;69;64;57;74;70;67;71;73;73;75;68;60;80;65;57;82;59;66;72;53;73;64;67;69;14;14;14;12;9;;CAM
1281;Kevin Danso;Austria;24;190;85;Right;€27M;€34K;44;26;82;70;31;59;46;31;62;68;66;85;57;79;46;49;90;75;90;25;85;78;43;52;42;74;78;82;77;12;13;6;11;15;;CB
7072;Paulo Estrela Moreira Alves;Portugal;24;171;66;Right;€2M;€4K;72;64;57;72;43;68;76;59;71;66;51;54;75;70;82;70;69;73;65;66;69;67;68;71;68;60;64;66;64;8;12;6;10;8;Paulo Estrela Moreira Alves;Milieu central
2475;Mats Rots;Netherlands;17;187;70;Left;€475K;€500;56;32;53;41;34;63;39;35;30;48;68;61;53;54;61;30;55;56;51;32;51;51;47;43;40;50;54;62;62;6;11;13;14;7;Mats Rots;Arrière gauche
760;Danylo Ignatenko;Ukraine;26;189;84;Right;€1.8M;€5K;66;49;71;75;44;68;57;56;69;69;48;49;59;70;51;68;79;78;86;48;80;69;69;66;48;65;68;70;67;13;8;8;15;11;;CDM
5774;Oliver Skipp;England;22;175;70;Right;€15M;€56K;52;41;51;78;38;69;61;42;76;74;69;60;65;76;74;63;65;73;66;45;80;78;54;71;54;74;77;77;78;8;12;9;7;5;Oliver Skipp;Milieu défensif
3535;Demba Seck;Senegal;22;190;81;Left;€1.6M;€10K;57;68;45;65;51;77;60;47;50;77;77;78;75;49;58;79;65;63;62;48;33;21;57;50;66;60;27;34;28;6;6;11;12;11;Demba Seck;Ailier droit
3267;Sébastien Haller;Côte d'Ivoire;29;191;90;Right;€25.5M;€63K;42;83;83;77;85;74;57;46;53;81;61;64;66;85;59;85;87;66;88;65;67;36;86;73;85;83;40;61;56;6;7;14;7;6;Sébastien Haller;Avant-centre
498;Elliot John Embleton;England;24;173;64;Right;€1.4M;€9K;54;59;52;65;53;63;59;60;63;65;76;71;79;62;86;68;59;66;47;65;65;54;66;68;55;58;54;56;53;6;13;15;6;13;Elliot John Embleton;Milieu offensif
2478;Jordan Teze;Netherlands;23;183;68;Right;€15.5M;€15K;71;44;74;73;27;65;47;41;71;68;76;76;70;76;72;60;80;81;82;50;74;75;56;64;36;76;77;76;74;12;5;14;7;10;;RB
3026;Victor James Osimhen;Nigeria;24;186;78;Right;€110M;€100K;62;91;84;71;83;83;63;52;54;84;87;92;78;89;68;86;94;81;86;77;68;34;90;70;75;80;36;45;22;14;14;10;9;6;;ST
626;Danny Ward;England;32;180;72;Left;€575K;€3K;62;64;65;64;61;64;60;56;59;64;67;65;69;64;68;72;74;72;72;63;62;23;62;64;67;58;41;37;32;13;11;15;11;8;;CF
1820;Sergio Postigo Redondo;Spain;34;185;78;Right;€600K;€8K;42;48;70;62;36;48;30;26;64;60;52;76;50;67;46;56;74;56;80;36;73;71;30;48;45;67;75;70;64;13;13;7;7;10;;RCB
3901;Meiko Sponsel;Germany;21;189;81;Right;€1M;€4K;68;41;59;56;36;57;59;37;48;54;66;68;54;57;54;50;72;65;75;38;63;57;51;52;42;49;59;64;61;10;9;12;6;12;Meiko Sponsel;Arrière gauche
7331;Joaquín Fernández Moreno;Spain;27;190;73;Right;€4.8M;€36K;46;44;73;70;39;49;46;40;64;64;60;64;47;73;33;56;82;67;84;37;78;74;48;65;47;68;72;75;73;9;12;13;14;14;Joaquín Fernández Moreno;Gardien de but
3925;Noah Loosli;Switzerland;26;186;84;Right;€1.2M;€8K;37;45;72;58;31;52;31;27;60;56;68;72;65;56;62;50;84;75;81;43;64;67;26;35;36;55;62;67;66;11;8;10;7;13;Noah Loosli;Milieu central
653;Jordan Hugill;England;31;183;85;Right;€1M;€8K;53;68;74;63;63;65;55;36;39;67;64;63;59;63;62;73;84;69;83;57;90;28;67;55;62;62;38;32;34;15;7;14;13;14;;RS
5217;Antal Yaakobishvili;Hungary;18;193;86;Right;€950K;€1K;25;21;65;62;24;40;29;23;59;62;65;64;49;60;42;40;74;57;74;18;53;61;26;42;37;48;60;62;59;12;11;5;9;9;Antal Yaakobishvili;Défenseur central
632;Bojan Radulović Samouković;Serbia;23;192;80;Right;€1.4M;€3K;31;68;67;55;56;64;39;37;42;65;59;64;57;59;54;69;75;65;78;54;60;20;66;60;73;60;21;25;28;11;5;15;13;11;Bojan Radulović Samouković;Avant-centre
5625;Matty Cash;Poland;25;185;74;Right;€19M;€73K;77;66;49;74;55;75;70;48;71;76;78;80;78;79;70;77;69;86;68;64;84;76;71;66;44;72;77;80;80;15;16;13;13;8;;RB
4044;Max Wendt;Germany;18;180;78;Right;€450K;€500;13;10;14;31;13;14;14;12;29;21;26;31;34;46;44;42;37;18;39;9;20;9;6;42;21;30;8;11;13;59;54;56;58;61;Max Wendt;Gardien de but
6301;Antonio Barreca;Italy;28;184;70;Left;€1.1M;€2K;71;25;61;65;33;67;70;36;57;70;67;73;72;61;76;54;68;60;61;42;59;67;58;56;25;59;62;66;67;11;7;9;13;15;Antonio Barreca;Arrière gauche
525;Jack Endacott;England;18;177;70;Left;€160K;€700;51;39;39;42;31;52;39;31;42;48;71;68;58;46;75;28;39;66;41;23;51;45;47;38;32;37;39;49;48;10;7;11;12;13;Jack Endacott;Milieu défensif
918;Jean Ruiz;France;25;188;82;Right;€1.7M;€3K;55;34;68;68;38;55;41;40;66;61;67;84;63;59;46;55;80;75;82;41;56;66;59;59;49;64;70;72;65;6;13;9;9;7;;RCB
6816;Jakub Jan Łabojko;Poland;25;179;78;Right;€1.1M;€1K;57;41;57;65;47;60;50;46;63;66;73;70;67;68;68;59;74;65;71;50;68;65;57;60;46;57;66;66;64;8;11;14;8;8;;RCM
6658;Mohamed Salim Fares;Algeria;27;183;72;Left;€2M;€27K;75;61;58;69;58;76;69;48;60;76;70;72;76;68;78;68;67;57;62;63;72;66;70;66;64;65;65;71;72;8;12;10;15;14;Mohamed Salim Fares;Milieu central
242;Edo Kayembe;Congo DR;25;183;82;Left;€2.1M;€19K;53;52;64;73;56;68;57;55;70;69;70;74;63;66;69;78;78;79;79;69;71;68;55;69;53;66;64;68;65;10;9;12;10;5;;RCM
6685;Francisco António Machado Mota Castro Trincão;Portugal;23;184;76;Left;€12M;€13K;69;77;66;70;68;82;80;56;66;81;77;77;81;76;65;73;72;69;56;74;50;35;73;74;67;83;37;36;34;5;9;6;15;7;Francisco António Machado Mota Castro Trincão;Milieu offensif
3916;Lukas Stephan Horst Daschner;Germany;24;182;76;Right;€2.4M;€13K;53;72;65;73;63;73;66;49;64;72;79;62;78;69;78;70;77;68;66;68;59;60;68;69;49;62;45;40;34;6;14;7;11;7;Lukas Stephan Horst Daschner;Arrière gauche
7608;Ömürcan Artan;Türkiye;23;179;77;Right;€700K;€2K;60;32;45;60;29;65;39;32;37;55;67;68;66;57;65;31;56;67;58;26;52;58;48;40;46;53;60;64;66;8;12;5;15;7;Ömürcan Artan;Arrière droit
2198;Iker Álvarez de Eulate;Andorra;21;190;78;Right;€2M;€1K;20;7;10;28;10;8;12;12;26;20;41;33;48;59;45;50;58;35;60;20;18;18;6;57;13;55;6;14;10;67;66;67;68;68;;GK
2371;Kenneth Ina Dorothea Taylor;Netherlands;21;182;73;Left;€7M;€10K;73;65;55;79;62;73;75;71;76;76;85;64;75;69;69;74;68;80;67;69;68;63;71;75;56;71;63;57;55;9;12;10;6;7;;LCM
5357;Enrique Pérez Muñoz;Spain;26;184;80;Left;€3.6M;€10K;53;66;57;78;52;79;73;60;75;80;62;58;74;72;69;59;62;46;56;74;59;63;64;74;43;66;50;67;60;9;14;13;15;10;Enrique Pérez Muñoz;Défenseur central
1817;Álvaro Abajas Martín;Spain;20;181;75;Right;€425K;€950;14;6;10;15;8;7;10;12;16;16;31;24;22;50;59;43;51;27;57;7;22;6;5;39;14;23;6;14;14;64;63;57;52;55;Álvaro Abajas Martín;Gardien de but
1805;Seydouba Cisse;Guinea;22;179;71;Right;€3.1M;€5K;52;68;58;72;49;66;58;60;74;70;64;56;56;66;70;67;56;71;46;67;65;65;68;66;56;50;54;70;62;5;5;5;13;8;Seydouba Cisse;Milieu central
132;Greg Cunningham;Republic of Ireland;32;183;74;Left;€650K;€11K;67;42;68;66;25;58;56;48;64;63;51;52;57;60;62;60;70;58;74;48;77;66;52;55;44;65;67;67;65;16;16;9;11;7;Greg Cunningham;Défenseur central
2505;Mickey van der Hart;Netherlands;29;188;87;Left;€775K;€2K;20;12;12;25;18;13;12;14;45;27;41;43;35;62;46;53;59;33;60;13;23;26;18;61;27;48;10;12;16;67;65;71;64;69;;GK
4321;Ibrahima Cissé;Mali;22;196;90;Right;€700K;€2K;41;30;67;55;41;49;28;28;51;48;56;68;48;56;34;35;75;51;79;21;50;57;30;30;36;51;54;65;61;13;12;15;8;10;Ibrahima Cissé;Milieu défensif
4705;Pelle Boevink;Netherlands;25;190;85;Right;€925K;€4K;10;10;11;31;10;10;11;14;28;12;33;16;25;63;25;47;54;22;57;10;20;14;10;26;15;33;9;14;12;65;63;63;65;68;;GK
6292;Ronaldo Augusto Vieira Nan;England;24;178;70;Right;€2.2M;€2K;56;53;53;71;50;70;63;49;66;72;69;73;73;65;78;65;68;71;71;62;80;66;58;64;57;70;65;70;66;12;10;7;6;8;Ronaldo Augusto Vieira Nan;Ailier droit
3544;Alejandro Grimaldo García;Spain;27;171;68;Left;€65.5M;€88K;89;64;62;86;63;85;89;89;82;86;86;79;84;85;86;82;76;88;63;83;69;79;78;84;54;83;76;78;74;7;13;10;7;13;;LM
1555;Gabriel Gudmundsson;Sweden;24;180;74;Left;€4.5M;€19K;77;59;51;69;56;71;58;50;66;72;84;86;74;69;68;75;72;75;66;69;74;66;66;62;46;63;69;70;68;12;10;7;6;8;;LM
4074;Noah Adedeji-Sternberg;Belgium;18;182;77;Right;€625K;€1K;48;65;27;48;63;72;71;58;32;70;78;76;75;40;63;68;50;51;54;61;28;21;37;51;57;52;20;22;17;14;13;12;13;7;Noah Adedeji-Sternberg;Milieu défensif
2466;Przemysław Tytoń;Poland;36;195;88;Right;€90K;€2K;10;14;14;32;13;15;13;12;32;20;51;49;48;69;40;52;68;31;71;14;32;22;13;35;22;51;5;17;14;66;63;69;65;65;Przemysław Tytoń;Gardien de but
1823;Carlos Álvarez Rivera;Spain;19;168;75;Left;€3M;€4K;63;66;45;70;58;73;60;59;65;74;65;66;70;67;80;65;56;64;58;65;41;42;69;68;59;58;40;28;29;14;8;11;10;5;;RM
6676;Sebastián Coates Nión;Uruguay;32;196;94;Right;€16.5M;€18K;20;55;79;73;48;64;39;19;71;67;64;68;37;74;31;50;81;83;93;30;84;81;49;60;69;77;83;83;82;16;13;15;16;13;;CB
1835;Joan Femenías del Salto;Spain;26;183;79;Right;€1.7M;€6K;14;9;14;16;9;10;10;11;25;11;25;26;57;72;38;42;56;25;62;8;19;14;7;33;17;44;7;16;11;70;66;56;67;74;Joan Femenías del Salto;Gardien de but
3392;Ibrahim Sulemana;Ghana;20;180;78;Right;€3.3M;€9K;58;54;61;69;59;65;56;49;68;67;77;73;75;69;82;77;78;79;73;62;75;71;58;61;53;62;64;70;71;7;9;15;10;11;Ibrahim Sulemana;Milieu défensif
5110;João Lucas de Souza Cardoso;United States;21;186;78;Right;€6.5M;€12K;59;62;52;75;62;68;67;66;73;73;74;73;78;73;57;66;68;70;67;60;44;75;69;72;62;60;70;76;71;10;14;8;12;7;João Lucas de Souza Cardoso;Milieu central
4860;Boubakary Soumaré;France;24;188;82;Right;€7M;€31K;65;51;63;78;53;75;65;53;77;78;64;69;59;73;63;64;76;72;81;58;73;71;66;76;52;76;70;73;69;11;6;13;5;10;;LCM
1674;Yoël Armougom;France;25;173;71;Left;€1.2M;€6K;64;32;49;62;27;64;59;45;44;63;81;78;74;62;82;65;69;70;65;43;61;60;55;45;40;53;59;63;64;13;5;14;7;13;Yoël Armougom;Arrière gauche
540;Ibrahima Wadji;Senegal;28;175;74;Right;€875K;€3K;60;67;53;60;58;68;57;39;45;67;89;90;82;59;83;67;75;69;68;62;59;22;63;53;54;61;21;28;22;10;11;9;13;8;Ibrahima Wadji;Défenseur central
7605;Ertuğrul Ersoy;Türkiye;26;187;82;Right;€450K;€3K;23;22;64;54;31;49;34;29;53;48;54;48;48;62;54;45;73;71;80;29;75;61;28;36;33;58;57;63;62;7;13;16;10;7;Ertuğrul Ersoy;Défenseur central
5253;Diego Vicente Bri Carrazoni;Spain;20;172;65;Left;€800K;€6K;61;61;27;62;54;65;60;47;59;66;60;62;64;54;77;60;31;42;35;44;25;20;57;56;49;46;29;21;21;10;10;5;6;11;Diego Vicente Bri Carrazoni;Avant-centre
1695;Henrique Silva Milagres;Brazil;29;173;72;Left;€2.1M;€22K;65;47;54;68;30;68;64;37;63;69;74;76;71;67;78;58;65;74;58;30;67;70;60;52;39;67;70;73;71;10;7;14;13;15;Henrique Silva Milagres;Arrière gauche
644;Viktor Tobias Johansson;Sweden;24;186;74;Right;€2M;€7K;11;6;11;34;8;13;13;13;40;11;35;28;30;59;35;51;45;27;39;5;19;6;5;45;14;32;9;12;10;72;69;68;71;73;Viktor Tobias Johansson;Gardien de but
3913;Moritz Broschinski;Germany;22;190;80;Right;€2.7M;€9K;57;69;66;62;62;66;52;42;58;71;72;76;64;62;66;69;75;55;68;67;50;30;69;53;51;55;26;28;20;5;9;13;8;8;;ST
3014;Isak Hien;Sweden;24;191;90;Right;€10.5M;€31K;28;30;71;62;33;54;29;25;58;61;67;78;49;73;47;49;85;54;89;39;80;76;39;49;45;58;77;76;70;12;5;10;11;13;Isak Hien;Défenseur central
2764;Jasper Schendelaar;Netherlands;22;187;87;Right;€2.3M;€3K;10;10;13;19;6;12;14;14;28;27;21;32;26;66;45;47;56;17;50;14;28;10;7;32;26;51;8;12;11;68;64;62;65;73;;GK
5890;Philip Billing;Denmark;27;197;80;Left;€12M;€47K;62;78;77;78;73;78;74;71;75;79;53;63;54;81;49;85;81;81;82;78;76;74;82;74;58;81;69;71;69;11;7;10;14;13;Philip Billing;Milieu central
671;Daniel Sánchez Ayala;Spain;32;191;84;Right;€775K;€7K;33;43;70;59;29;59;41;32;50;63;46;49;53;64;50;47;61;58;75;32;78;68;49;59;37;64;69;68;67;15;8;15;6;10;Daniel Sánchez Ayala;Ailier droit
2895;Davide Frattesi;Italy;23;178;74;Right;€36.5M;€22K;67;73;61;84;71;80;71;65;80;85;80;80;77;80;76;76;74;81;63;74;76;71;76;84;64;79;70;73;70;5;10;8;11;10;Davide Frattesi;Milieu central
5122;Francisco Barbosa Vieites;Spain;24;196;88;Right;€2.7M;€7K;11;6;11;24;7;12;14;10;22;14;33;36;45;69;41;55;54;27;55;9;28;14;6;50;11;42;10;14;14;72;63;73;66;68;Francisco Barbosa Vieites;Gardien de but
7578;Yusuf Karagöz;Türkiye;23;195;85;Right;€425K;€1K;11;5;12;18;9;13;14;10;29;17;28;20;31;56;23;40;56;18;69;5;22;13;4;39;11;35;8;10;13;61;59;53;57;60;Yusuf Karagöz;Gardien de but
2725;Mike van Duinen;Netherlands;31;185;75;Right;€500K;€2K;60;62;63;61;62;62;49;40;57;64;68;65;66;62;62;64;74;76;72;61;67;40;71;56;66;66;52;43;55;8;10;7;11;12;Mike van Duinen;Avant-centre
138;Benjamin Luke Woodburn;Wales;23;174;72;Right;€1.2M;€9K;61;61;35;65;48;69;56;58;63;69;78;67;82;62;84;68;50;66;45;67;50;42;63;62;58;63;35;48;39;14;7;7;8;12;Benjamin Luke Woodburn;Milieu offensif
912;Djibril Diagouraga;France;18;180;75;Right;€475K;€600;48;58;49;52;55;60;53;54;47;57;75;73;71;55;72;65;63;49;60;55;48;25;56;54;60;58;21;26;22;11;11;7;11;8;Djibril Diagouraga;Milieu défensif
2469;Alec Van Hoorenbeeck;Belgium;24;187;77;Left;€1.2M;€4K;63;21;70;57;27;56;38;26;52;62;54;69;62;60;61;41;71;65;72;31;72;65;39;43;31;47;62;67;65;10;15;13;8;12;Alec Van Hoorenbeeck;Défenseur central
3291;Jens Odgaard;Denmark;24;190;80;Left;€3.5M;€8K;67;71;70;72;73;73;67;58;62;71;72;76;68;74;64;79;83;84;81;75;65;32;72;70;59;69;48;39;28;8;13;13;8;11;Jens Odgaard;Ailier droit
4467;Kyan Vaesen;Belgium;22;190;79;Right;€1.7M;€5K;58;67;70;60;61;62;65;68;58;68;55;61;61;65;48;67;75;46;78;62;53;32;72;57;68;64;26;28;25;12;15;10;14;12;Kyan Vaesen;Avant-centre
1558;Rémy Cabella;France;33;171;68;Right;€9M;€35K;73;72;57;79;71;81;77;76;76;80;75;72;84;76;81;72;61;71;45;74;47;55;74;80;71;71;35;33;31;12;16;12;13;7;Rémy Cabella;Milieu offensif
5482;Javier Manquillo Gaitán;Spain;29;178;76;Right;€1.6M;€14K;74;32;63;71;37;72;72;46;62;74;64;62;66;65;67;69;67;50;61;44;68;74;67;41;46;64;73;75;74;14;7;14;12;13;Javier Manquillo Gaitán;Défenseur central
7727;Steven N'Kemboanza Mike Christopher Nzonzi;France;34;196;89;Right;€1.4M;€15K;58;51;76;75;50;69;65;40;71;73;34;40;42;69;31;62;77;62;87;59;80;72;60;70;57;79;75;75;70;7;16;16;16;13;;LDM
2073;Miquel Parera Pizá;Spain;27;182;77;Right;€1.1M;€3K;19;11;17;20;15;12;11;17;18;21;38;37;42;62;52;47;47;44;41;15;27;13;12;29;21;40;13;18;20;70;65;62;61;70;Miquel Parera Pizá;Défenseur central
3514;Matìas Soulè Malvano;Argentina;20;176;69;Left;€10M;€57K;74;63;58;76;69;81;79;73;69;80;77;75;83;66;77;66;63;66;47;72;33;30;63;71;69;70;28;41;39;15;8;11;15;14;;RF
3285;Remo Marco Freuler;Switzerland;31;181;80;Right;€10M;€32K;63;65;41;78;68;76;60;70;76;80;63;65;67;79;64;73;59;88;69;74;70;77;75;75;61;82;78;78;73;12;8;9;14;13;;RDM
1716;Keita Baldé Diao;Senegal;28;184;77;Right;€2.4M;€9K;73;70;70;70;73;72;69;58;64;71;87;86;78;68;66;75;85;69;73;69;62;31;71;70;60;71;17;29;28;12;8;13;8;15;Keita Baldé Diao;Ailier gauche
5777;Manor Solomon;Israel;23;170;65;Right;€16M;€68K;73;75;38;78;46;85;79;72;72;76;84;82;84;66;82;76;65;66;64;71;30;35;74;73;58;78;50;47;35;12;11;9;13;10;Manor Solomon;Milieu gauche
5104;Ayoze Pérez Gutiérrez;Spain;29;178;72;Right;€17M;€30K;76;76;76;79;74;84;76;60;74;82;80;76;80;78;79;71;80;66;58;67;76;49;78;77;73;77;61;61;42;12;12;11;14;8;;LM
1064;Andréas Hountondji;Benin;20;175;64;Right;€1.4M;€2K;54;65;61;58;56;68;48;42;46;65;69;72;60;62;77;64;69;65;63;56;33;10;64;57;56;60;16;16;15;15;14;8;10;6;;RS
108;Charlie Cresswell;England;20;191;77;Right;€3.3M;€15K;33;23;73;69;24;46;25;30;60;62;54;56;40;55;53;55;80;65;84;23;74;66;24;33;41;60;67;70;68;11;11;13;10;11;Charlie Cresswell;Défenseur central
3383;Gabriele Zappa;Italy;23;183;78;Right;€2.2M;€11K;68;51;54;65;48;69;62;38;54;66;71;84;69;66;54;66;68;83;68;47;68;67;67;54;45;60;63;67;65;14;13;12;10;15;Gabriele Zappa;Arrière droit
2758;Kaya Symons;Netherlands;18;178;70;Left;€400K;€550;56;36;44;56;42;55;60;64;54;56;58;61;53;54;51;64;47;54;55;48;58;57;49;42;54;52;56;52;51;9;6;6;12;8;Kaya Symons;Milieu offensif
6131;Lewis Dunk;England;31;192;88;Right;€17.5M;€86K;41;42;81;83;42;66;60;69;83;77;36;53;40;83;38;72;77;70;84;67;83;82;30;67;40;83;84;83;79;15;16;9;12;6;;LCB
1704;Sekou Lega;France;20;192;70;Right;€1.2M;€6K;45;64;63;56;61;62;54;52;46;65;66;74;68;63;51;65;65;53;56;59;48;22;64;53;60;64;17;21;20;7;7;11;11;5;Sekou Lega;Avant-centre
144;Ched Evans;Wales;34;183;76;Right;€675K;€17K;53;72;74;62;72;67;57;54;53;68;57;50;59;68;68;74;81;62;82;65;90;40;72;64;64;69;32;37;35;5;8;22;8;10;Ched Evans;Arrière droit
2499;Conrad Jonathan Egan Riley;England;20;183;74;Right;€2.3M;€10K;51;28;65;66;30;59;46;27;59;63;61;72;55;61;59;47;75;73;76;23;68;64;32;50;42;60;63;70;65;14;5;6;7;8;Conrad Jonathan Egan Riley;Milieu central
5259;Antonio José Raíllo Arenas;Spain;31;187;80;Right;€3.8M;€22K;29;25;79;76;37;52;42;36;60;63;43;44;32;70;49;54;72;89;69;39;85;75;51;46;43;66;76;77;75;10;15;15;15;14;;CB
778;Grégoire Swiderski;France;17;187;72;Right;€550K;€500;11;9;10;18;6;6;14;12;18;13;17;28;39;40;37;44;40;19;49;6;21;11;8;37;14;31;6;11;12;61;60;59;60;61;Grégoire Swiderski;Gardien de but
2591;Lequincio Zeefuik;Netherlands;18;192;80;Right;€1.4M;€1K;45;62;60;53;48;65;43;31;45;62;78;82;69;60;63;71;91;66;79;51;62;21;59;52;50;56;22;24;20;6;11;10;6;13;Lequincio Zeefuik;Avant-centre
1052;Baye Ablaye Mbaye;Senegal;19;185;78;Right;€325K;€500;16;12;49;45;11;47;36;12;31;49;56;69;56;53;54;50;60;52;72;17;52;52;19;29;27;47;51;61;60;5;13;12;12;7;Baye Ablaye Mbaye;Défenseur central
2868;Mile Svilar;Serbia;23;189;77;Right;€2.4M;€20K;18;14;22;37;16;19;23;22;32;22;60;55;66;70;54;50;70;32;61;18;28;13;9;50;37;44;12;21;18;72;68;66;67;74;Mile Svilar;Gardien de but
1945;Christian Rivera Hernández;Spain;25;190;87;Right;€2.5M;€6K;65;41;58;75;47;66;58;42;65;70;46;51;63;58;57;59;68;75;81;51;65;73;58;71;44;66;70;75;60;15;12;6;10;9;;LCM
1028;Pape Ousmane Sakho;Senegal;26;173;70;Right;€180K;€1K;50;69;45;45;62;68;50;50;45;63;63;65;59;42;77;65;49;50;50;59;29;25;48;49;61;49;19;22;36;13;8;6;8;6;Pape Ousmane Sakho;Milieu défensif
6009;Christopher Grant Wood;New Zealand;31;191;92;Right;€4.8M;€58K;46;76;84;69;74;69;69;64;48;77;49;58;49;75;47;80;84;63;85;70;77;40;76;64;81;75;39;30;29;14;16;16;7;16;;ST
5506;Lucas Ariel Boyé;Argentina;27;183;79;Right;€9M;€22K;60;77;77;70;65;81;65;55;57;80;68;70;71;75;68;75;88;69;88;73;77;52;76;67;70;67;45;45;41;14;7;11;15;7;;LS
5744;Lisandro Martínez;Argentina;25;178;77;Left;€49.5M;€140K;75;52;75;83;56;76;77;55;83;81;77;70;77;84;82;73;85;79;80;64;91;85;62;76;55;87;85;87;84;6;14;13;14;8;Lisandro Martínez;Défenseur central
1034;Yllan Okou;France;20;189;75;Left;€1.1M;€900;40;21;62;59;22;51;44;31;46;57;67;71;60;60;57;58;74;51;73;28;53;62;21;44;44;50;61;66;65;10;11;9;5;14;;LCB
1442;Yoann Salmier;France;30;188;85;Right;€1.9M;€13K;61;34;74;66;27;55;44;23;58;65;36;34;37;73;41;62;75;71;85;36;72;71;39;53;33;68;72;75;69;6;9;14;9;13;;RB
394;Rubin James Colwill;Wales;21;193;85;Right;€1.6M;€4K;51;63;61;67;52;65;57;59;64;70;64;66;61;61;55;66;72;59;72;65;55;33;65;65;45;64;29;50;45;6;13;7;12;14;Rubin James Colwill;Milieu offensif
